,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
24754,None,295.31,0.0,0.0,75,Clouds,broken clouds,7/7/2016 10:00,4163,medium
26057,None,289.43,0.0,0.0,90,Rain,moderate rain,8/27/2016 6:00,1223,very low
38198,None,290.84,0.0,0.0,1,Clear,sky is clear,10/21/2017 3:00,453,very low
5243,None,275.69,0.0,0.0,90,Mist,mist,4/18/2013 20:00,1809,low
21669,None,289.29,0.0,0.0,75,Clouds,broken clouds,3/8/2016 10:00,4406,high
32111,None,277.82,0.0,0.0,90,Drizzle,drizzle,3/26/2017 20:00,2772,low
40019,None,266.22,0.0,0.0,20,Clouds,few clouds,12/23/2017 13:00,4475,high
29960,None,258.46,0.0,0.0,90,Snow,snow,1/11/2017 9:00,3703,medium
2543,None,255.91,0.0,0.0,20,Haze,haze,12/31/2012 8:00,3382,medium
35907,None,286.22,0.0,0.0,90,Rain,moderate rain,8/3/2017 12:00,5009,high
41009,None,274.56,0.0,0.0,90,Clouds,overcast clouds,1/26/2018 21:00,3215,medium
324,None,282.33,0.0,0.0,75,Clouds,broken clouds,10/15/2012 23:00,927,very low
28213,None,273.59,0.0,0.0,90,Snow,heavy snow,11/18/2016 18:00,3486,medium
667,None,275.03,0.0,0.0,90,Rain,light rain,10/26/2012 11:00,5341,high
44169,None,301.15,0.0,0.0,1,Clear,sky is clear,5/17/2018 15:00,6289,very high
7416,None,288.1,0.0,0.0,1,Clear,sky is clear,7/4/2013 2:00,463,very low
23795,None,287.66,0.25,0.0,1,Fog,fog,5/30/2016 7:00,1036,very low
42976,None,267.22,0.0,0.0,75,Snow,light snow,4/6/2018 5:00,2687,low
47747,None,293.45,0.0,0.0,20,Clouds,few clouds,9/17/2018 7:00,6533,very high
28457,None,274.96,0.0,0.0,90,Mist,mist,11/25/2016 11:00,3427,medium
15786,None,291.2,0.0,0.0,1,Clear,sky is clear,7/27/2014 6:00,861,very low
26286,None,296.47,0.0,0.0,1,Clear,sky is clear,9/3/2016 17:00,3522,medium
22796,None,283.78,0.25,0.0,90,Drizzle,light intensity drizzle,4/25/2016 11:00,4510,high
18482,None,295.31,0.0,0.0,1,Clear,sky is clear,9/22/2015 14:00,5335,high
9065,None,281.88,0.0,0.0,1,Clear,sky is clear,9/21/2013 2:00,576,very low
40254,None,249.45,0.0,0.0,1,Clear,sky is clear,12/31/2017 23:00,1580,low
24762,None,298.03,0.25,0.0,40,Rain,light rain,7/7/2016 18:00,4183,medium
32505,None,289.1,0.0,0.0,90,Rain,moderate rain,4/9/2017 19:00,3319,medium
10430,None,260.58,0.0,0.0,90,Clouds,overcast clouds,12/5/2013 2:00,273,very low
19058,None,272.61,0.0,0.0,1,Mist,mist,10/18/2015 4:00,332,very low
16889,None,297.51,0.0,0.0,1,Clear,sky is clear,7/26/2015 22:00,2151,low
46438,None,297.0,0.0,0.0,1,Clear,sky is clear,8/4/2018 21:00,2938,medium
26270,None,288.51,0.0,0.0,1,Clear,sky is clear,9/3/2016 1:00,884,very low
41656,None,266.48,0.0,0.0,90,Mist,mist,2/20/2018 3:00,342,very low
13247,None,273.27,0.58,0.0,20,Rain,light rain,3/28/2014 11:00,5146,high
27613,None,278.024,0.0,0.0,80,Clouds,broken clouds,10/26/2016 21:00,1970,low
43620,None,279.72,0.0,0.0,1,Clear,sky is clear,4/27/2018 8:00,6109,very high
31907,None,276.29,0.0,0.0,1,Clear,sky is clear,3/21/2017 1:00,352,very low
736,None,271.76,0.0,0.0,75,Clouds,broken clouds,10/29/2012 3:00,316,very low
47168,None,290.32,0.71,0.0,90,Rain,moderate rain,8/28/2018 13:00,5032,high
32196,None,280.08,0.0,0.0,90,Rain,moderate rain,3/29/2017 21:00,2420,low
3059,None,270.53,0.0,0.0,90,Clouds,overcast clouds,1/20/2013 2:00,577,very low
4107,None,268.71,0.0,0.0,90,Fog,fog,3/6/2013 5:00,2542,low
8898,None,293.63,0.0,0.0,1,Clear,sky is clear,9/11/2013 22:00,2302,low
9911,None,281.32,0.0,0.0,90,Mist,mist,11/16/2013 19:00,3147,medium
14013,None,275.25,0.0,0.0,20,Clouds,few clouds,5/4/2014 6:00,1071,very low
38984,None,271.15,0.0,0.0,90,Clouds,overcast clouds,11/15/2017 22:00,1957,low
36802,None,285.61,0.0,0.0,1,Mist,mist,9/1/2017 3:00,369,very low
13548,None,288.68,0.0,0.0,90,Clouds,overcast clouds,4/10/2014 1:00,389,very low
25133,None,294.73,0.0,0.0,20,Mist,mist,7/22/2016 3:00,478,very low
36366,None,291.57,0.0,0.0,90,Mist,mist,8/17/2017 13:00,4963,high
42855,None,272.29,0.0,0.0,90,Snow,snow,4/2/2018 17:00,5301,high
35265,None,298.42,0.0,0.0,75,Clouds,broken clouds,7/11/2017 22:00,2354,low
14616,None,299.18,0.0,0.0,0,Clear,Sky is Clear,5/24/2014 19:00,3100,medium
14944,None,298.15,0.25,0.0,1,Rain,light rain,6/6/2014 11:00,5106,high
37103,None,292.46,0.0,0.0,90,Haze,haze,9/12/2017 10:00,4477,high
37993,None,284.21,0.0,0.0,1,Clear,sky is clear,10/13/2017 12:00,5447,high
45637,None,297.58,0.0,0.0,1,Clear,sky is clear,7/7/2018 11:00,4045,medium
32436,None,274.4,0.0,0.0,1,Clear,sky is clear,4/7/2017 0:00,975,very low
36343,None,292.92,0.0,0.0,90,Drizzle,light intensity drizzle,8/17/2017 4:00,917,very low
28961,None,263.49,0.0,0.0,75,Snow,light snow,12/9/2016 19:00,3806,medium
19525,None,282.69,0.0,0.0,90,Rain,moderate rain,11/17/2015 4:00,859,very low
25182,None,295.22,10.67,0.0,90,Rain,heavy intensity rain,7/23/2016 16:00,7,very low
25101,None,300.19,0.0,0.0,20,Clouds,few clouds,7/21/2016 3:00,386,very low
8696,None,299.51,0.0,0.0,0,Clear,Sky is Clear,8/28/2013 22:00,1893,low
43912,None,291.54,0.0,0.0,75,Drizzle,light intensity drizzle,5/8/2018 14:00,5196,high
18280,None,302.02,0.0,0.0,1,Clear,sky is clear,9/15/2015 15:00,5708,high
21097,None,273.35,0.0,0.0,1,Clear,sky is clear,2/6/2016 12:00,4308,medium
34050,None,283.22,0.0,0.0,1,Clear,sky is clear,5/27/2017 6:00,931,very low
1398,None,284.82,0.0,0.0,20,Clouds,few clouds,11/23/2012 4:00,456,very low
10829,None,265.14,0.0,0.0,64,Clouds,broken clouds,12/20/2013 17:00,5609,high
16650,None,300.46,0.0,0.0,1,Clear,sky is clear,7/17/2015 20:00,3160,medium
262,None,282.58,0.0,0.0,90,Clouds,overcast clouds,10/14/2012 2:00,654,very low
45596,None,299.79,0.0,0.0,5,Clear,sky is clear,7/5/2018 18:00,4115,medium
4319,None,272.72,0.0,0.0,90,Rain,light rain,3/16/2013 7:00,2224,low
6045,None,308.24,0.0,0.0,20,Clouds,few clouds,5/15/2013 17:00,5982,very high
33755,None,284.29,0.0,0.0,90,Rain,heavy intensity rain,5/18/2017 2:00,278,very low
14982,None,286.23,1.21,0.0,90,Rain,moderate rain,6/7/2014 12:00,5292,high
21497,None,270.43,0.0,0.0,75,Clouds,broken clouds,2/25/2016 8:00,5863,very high
1241,None,279.24,0.0,0.0,1,Clear,sky is clear,11/16/2012 21:00,2804,low
35691,None,295.38,0.0,0.0,40,Thunderstorm,thunderstorm with rain,7/26/2017 6:00,5416,high
6772,None,283.7,0.25,0.0,68,Mist,mist,6/7/2013 10:00,4683,high
28462,None,275.09,0.0,0.0,90,Clouds,overcast clouds,11/25/2016 16:00,3855,medium
31474,None,270.15,0.0,0.0,90,Clouds,overcast clouds,3/4/2017 3:00,365,very low
6331,None,282.76,0.0,0.0,90,Rain,light rain,5/23/2013 12:00,5227,high
11747,None,256.47,0.0,0.0,64,Clouds,broken clouds,1/25/2014 9:00,3179,medium
40549,None,260.92,0.0,0.0,90,Snow,light snow,1/11/2018 12:00,3587,medium
39211,None,279.72,0.0,0.0,1,Clear,sky is clear,11/24/2017 7:00,2419,low
47718,None,296.77,0.0,0.0,1,Clear,sky is clear,9/16/2018 2:00,607,very low
14283,None,286.58299999999997,0.0,0.0,68,Clouds,broken clouds,5/12/2014 20:00,2690,low
17362,None,293.32,0.0,0.0,1,Mist,mist,8/14/2015 6:00,5449,high
44095,None,289.35,0.0,0.0,90,Drizzle,light intensity drizzle,5/14/2018 22:00,2107,low
30362,None,274.65,0.0,0.0,90,Fog,fog,1/21/2017 23:00,3089,medium
17319,None,301.09,0.0,0.0,1,Clear,sky is clear,8/12/2015 14:00,5388,high
32474,None,292.52,0.0,0.0,90,Clouds,overcast clouds,4/8/2017 15:00,4427,high
8131,None,294.28,0.0,0.0,32,Clouds,scattered clouds,8/2/2013 10:00,4848,high
3138,None,258.44,0.0,0.0,90,Clouds,overcast clouds,1/24/2013 1:00,289,very low
43754,None,281.36,0.0,0.0,40,Clouds,scattered clouds,5/2/2018 8:00,5676,high
20556,None,248.22,0.0,0.0,1,Clear,sky is clear,1/11/2016 4:00,830,very low
38848,None,271.87,0.0,0.0,5,Clear,sky is clear,11/11/2017 20:00,2694,low
20344,New Years Day,265.94,0.0,0.0,90,Haze,haze,1/1/2016 0:00,1513,low
7784,None,306.34,0.0,0.0,8,Clear,sky is clear,7/19/2013 14:00,5799,high
45141,None,291.44,0.0,0.0,90,Mist,mist,6/19/2018 15:00,5852,very high
24787,None,298.43,0.0,0.0,75,Clouds,broken clouds,7/8/2016 18:00,4057,medium
32712,None,286.95,0.0,0.0,90,Rain,moderate rain,4/15/2017 6:00,1167,very low
25074,None,297.888,0.0,0.0,0,Clear,Sky is Clear,7/20/2016 0:00,588,very low
22136,None,279.51,0.0,0.0,90,Rain,moderate rain,3/30/2016 10:00,4527,high
35145,None,294.84,0.0,0.0,1,Clear,sky is clear,7/7/2017 9:00,4550,high
16649,None,302.23,0.0,0.0,1,Clear,sky is clear,7/17/2015 19:00,3566,medium
11930,None,264.97,0.0,0.0,0,Clear,sky is clear,2/1/2014 11:00,4526,high
31679,None,263.65,0.0,0.0,1,Clear,sky is clear,3/12/2017 9:00,2613,low
36714,None,295.72,0.0,0.0,40,Clouds,scattered clouds,8/28/2017 19:00,3268,medium
7561,None,295.74,0.0,0.0,24,Clouds,few clouds,7/10/2013 1:00,433,very low
29202,None,261.82,0.0,0.0,90,Snow,light snow,12/16/2016 23:00,1057,very low
29842,None,259.42,0.0,0.0,1,Clear,sky is clear,1/7/2017 13:00,4548,high
24058,None,290.95,0.9,0.0,68,Rain,light rain,6/9/2016 8:00,5332,high
27284,None,279.83,0.0,0.0,56,Clouds,broken clouds,10/12/2016 13:00,4397,high
8926,None,283.83,0.0,0.0,1,Clear,sky is clear,9/14/2013 7:00,2228,low
44950,None,290.55,0.0,0.0,40,Clouds,scattered clouds,6/14/2018 7:00,6438,very high
46643,None,291.58,0.0,0.0,1,Mist,mist,8/12/2018 4:00,365,very low
42979,None,264.02,0.0,0.0,40,Haze,haze,4/6/2018 8:00,5738,high
17253,None,293.99,0.0,0.0,1,Clear,sky is clear,8/9/2015 22:00,2021,low
17844,None,294.26,0.0,0.0,1,Clear,sky is clear,8/30/2015 21:00,2737,low
33327,None,280.86,0.0,0.0,1,Clear,sky is clear,5/3/2017 8:00,4922,high
31366,None,277.95,0.0,0.0,75,Clouds,broken clouds,2/28/2017 10:00,4532,high
1234,None,279.24,0.0,0.0,1,Clear,sky is clear,11/16/2012 14:00,5489,high
6651,None,289.09,0.0,0.0,1,Clear,sky is clear,6/3/2013 21:00,2375,low
30323,None,274.87,0.0,0.0,90,Mist,mist,1/21/2017 8:00,2946,medium
16337,None,291.49,0.0,0.0,92,Drizzle,light intensity drizzle,7/6/2015 14:00,4888,high
40697,None,256.72,0.0,0.0,40,Snow,light snow,1/15/2018 22:00,1430,very low
11598,None,273.72,0.0,0.0,64,Clouds,broken clouds,1/19/2014 11:00,3601,medium
4133,None,268.87,0.0,0.0,40,Clouds,scattered clouds,3/7/2013 18:00,4818,high
5505,None,282.08,0.0,0.0,75,Drizzle,light intensity drizzle,4/25/2013 16:00,6813,very high
40864,None,272.58,0.0,0.0,90,Fog,fog,1/22/2018 11:00,3240,medium
11991,None,257.43,0.0,0.0,40,Clouds,scattered clouds,2/4/2014 0:00,442,very low
22290,None,274.51,0.0,0.0,90,Snow,light snow,4/7/2016 2:00,260,very low
42268,None,274.72,0.0,0.0,90,Mist,mist,3/11/2018 20:00,2546,low
24222,None,291.0,0.0,0.0,0,Clear,Sky is Clear,6/16/2016 4:00,906,very low
26000,None,292.03,0.0,0.0,90,Clouds,overcast clouds,8/24/2016 22:00,1865,low
30468,None,271.39099999999996,0.0,0.0,92,Clouds,overcast clouds,1/24/2017 21:00,2443,low
11657,None,257.29,0.0,0.0,64,Mist,mist,1/21/2014 23:00,845,very low
43790,None,293.65,0.0,0.0,90,Clouds,overcast clouds,5/3/2018 20:00,3325,medium
1818,None,269.93,0.0,0.0,93,Clouds,overcast clouds,12/9/2012 4:00,291,very low
3862,None,271.23,0.0,0.0,75,Clouds,broken clouds,2/24/2013 16:00,4473,high
41536,None,267.02,0.0,0.0,1,Haze,haze,2/15/2018 23:00,1179,very low
3837,None,268.76,0.0,0.0,90,Snow,heavy snow,2/23/2013 20:00,2782,low
40503,None,275.76,0.0,0.0,90,Haze,haze,1/10/2018 16:00,6602,very high
7539,None,292.63,0.0,0.0,12,Fog,fog,7/9/2013 5:00,3017,medium
6175,None,293.82,0.0,0.0,1,Clear,sky is clear,5/19/2013 14:00,4324,medium
38180,None,289.07,0.0,0.0,1,Clear,sky is clear,10/20/2017 10:00,4730,high
25814,None,291.53,0.0,0.0,20,Clouds,few clouds,8/18/2016 4:00,860,very low
41143,None,255.15,0.0,0.0,1,Clear,sky is clear,2/1/2018 4:00,936,very low
14631,None,295.9,0.0,0.0,40,Clouds,scattered clouds,5/25/2014 10:00,3168,medium
32716,None,287.29,0.0,0.0,90,Rain,moderate rain,4/15/2017 7:00,1908,low
33516,None,290.75,0.0,0.0,90,Drizzle,light intensity drizzle,5/10/2017 15:00,5667,high
11549,None,255.92,0.0,0.0,20,Clouds,few clouds,1/17/2014 8:00,5519,high
32738,None,292.83,0.0,0.0,90,Thunderstorm,thunderstorm,4/15/2017 18:00,4143,medium
38304,None,278.48,0.0,0.0,40,Clouds,scattered clouds,10/25/2017 2:00,226,very low
5415,None,277.34,0.0,0.0,90,Clouds,overcast clouds,4/23/2013 0:00,460,very low
47405,None,296.41,0.51,0.0,90,Rain,moderate rain,9/4/2018 13:00,4652,high
12304,None,267.9,0.0,0.0,90,Clouds,overcast clouds,2/17/2014 1:00,358,very low
12858,None,265.9,0.0,0.0,1,Clear,sky is clear,3/12/2014 6:00,5548,high
22705,None,289.33,0.0,0.0,1,Clear,sky is clear,4/23/2016 23:00,2256,low
33558,None,285.71,0.0,0.0,1,Clear,sky is clear,5/12/2017 9:00,5175,high
18301,None,300.05,0.0,0.0,1,Clear,sky is clear,9/16/2015 13:00,5016,high
271,None,282.43,0.0,0.0,57,Haze,haze,10/14/2012 9:00,2685,low
40637,None,263.08,0.0,0.0,90,Mist,mist,1/14/2018 16:00,2769,low
43331,None,269.84,0.0,0.0,90,Snow,snow,4/15/2018 19:00,1417,very low
37732,None,286.51,0.0,0.0,5,Clear,sky is clear,10/4/2017 19:00,3687,medium
24426,None,297.68,0.0,0.0,75,Clouds,broken clouds,6/24/2016 14:00,5078,high
9064,None,282.37,0.0,0.0,90,Clouds,overcast clouds,9/21/2013 1:00,716,very low
738,None,271.98,0.0,0.0,90,Clouds,overcast clouds,10/29/2012 5:00,2513,low
25550,None,288.34,0.0,0.0,12,Clouds,few clouds,8/7/2016 4:00,541,very low
33911,None,281.21,0.0,0.0,90,Drizzle,light intensity drizzle,5/21/2017 20:00,2723,low
37598,None,290.22,0.0,0.0,1,Clear,sky is clear,9/30/2017 20:00,3260,medium
35750,None,293.88,0.0,0.0,40,Clouds,scattered clouds,7/28/2017 9:00,4834,high
21553,None,275.72,0.0,0.0,75,Clouds,broken clouds,2/29/2016 6:00,5628,high
26557,None,298.23,0.0,0.0,90,Clouds,overcast clouds,9/12/2016 15:00,5187,high
23667,None,290.93,0.0,0.0,1,Clear,sky is clear,5/27/2016 0:00,786,very low
7555,None,302.73,0.0,0.0,12,Clouds,few clouds,7/9/2013 19:00,3485,medium
37922,None,283.95,0.0,0.0,75,Clouds,broken clouds,10/10/2017 15:00,5770,high
20907,None,272.0,0.0,0.0,1,Clear,sky is clear,1/29/2016 12:00,5428,high
47695,None,295.73,0.0,0.0,1,Thunderstorm,proximity thunderstorm,9/15/2018 4:00,502,very low
40729,None,254.89,0.0,0.0,1,Clear,sky is clear,1/17/2018 4:00,882,very low
30170,None,271.51,0.0,0.0,75,Haze,haze,1/18/2017 2:00,394,very low
40563,None,258.68,0.0,0.0,5,Clear,sky is clear,1/11/2018 21:00,2081,low
9239,None,287.27,0.25,0.0,92,Thunderstorm,proximity thunderstorm with drizzle,10/3/2013 14:00,5272,high
28907,None,264.75,0.0,0.0,90,Snow,light snow,12/7/2016 20:00,2743,low
23397,None,290.73,0.0,0.0,40,Clouds,scattered clouds,5/16/2016 15:00,5598,high
4461,None,270.15,0.0,0.0,1,Clear,sky is clear,3/22/2013 18:00,4762,high
46185,None,292.22,0.0,0.0,75,Rain,light rain,7/26/2018 14:00,5264,high
23652,None,293.71,0.0,0.0,20,Clouds,few clouds,5/26/2016 10:00,4694,high
39286,None,275.61,0.0,0.0,75,Clouds,broken clouds,11/27/2017 8:00,5907,very high
24707,None,293.53,6.35,0.0,90,Mist,mist,7/5/2016 20:00,1975,low
40486,None,274.82,0.0,0.0,40,Haze,haze,1/10/2018 6:00,5614,high
34798,None,289.62,0.0,0.0,75,Drizzle,light intensity drizzle,6/24/2017 14:00,4560,high
2268,None,267.31,0.0,0.0,90,Mist,mist,12/21/2012 7:00,5982,very high
46896,None,290.58,0.0,0.0,90,Clouds,overcast clouds,8/21/2018 8:00,6123,very high
16800,None,300.29,0.0,0.0,1,Clear,sky is clear,7/23/2015 19:00,3649,medium
5665,None,281.09,0.0,0.0,90,Rain,moderate rain,5/2/2013 5:00,2575,low
29894,None,267.22,0.0,0.0,90,Mist,mist,1/9/2017 14:00,4068,medium
33660,None,288.62,0.0,0.0,90,Rain,light rain,5/16/2017 4:00,851,very low
16501,None,294.08,9.91,0.0,90,Rain,heavy intensity rain,7/12/2015 23:00,963,very low
3137,None,257.41,0.0,0.0,90,Clouds,overcast clouds,1/23/2013 23:00,1150,very low
23581,None,290.77,0.0,0.0,90,Rain,light rain,5/24/2016 2:00,314,very low
30698,None,262.09,0.0,0.0,1,Clear,sky is clear,2/1/2017 22:00,1753,low
909,None,272.32,0.0,0.0,1,Clear,sky is clear,11/5/2012 7:00,6877,very high
7823,None,290.57,0.0,0.0,0,Mist,mist,7/21/2013 5:00,553,very low
28017,None,278.58,0.0,0.0,1,Clear,sky is clear,11/12/2016 10:00,4310,medium
496,None,279.37,0.0,0.0,8,Mist,mist,10/22/2012 4:00,806,very low
27017,None,284.15,0.0,0.0,20,Clouds,few clouds,10/1/2016 8:00,3462,medium
13763,None,279.72,0.0,0.0,75,Clouds,broken clouds,4/19/2014 0:00,1246,very low
3467,None,269.24,0.0,0.0,90,Clouds,overcast clouds,2/10/2013 0:00,1230,very low
32934,None,284.46,0.0,0.0,1,Clear,sky is clear,4/21/2017 21:00,3549,medium
37766,None,284.29,0.0,0.0,1,Fog,fog,10/6/2017 2:00,286,very low
3691,None,262.45,0.0,0.0,20,Clouds,few clouds,2/17/2013 18:00,3830,medium
21534,None,281.55,0.0,0.0,1,Clear,sky is clear,2/27/2016 20:00,3496,medium
7038,None,296.1,0.25,0.0,8,Rain,light rain,6/16/2013 18:00,3472,medium
41730,None,270.02,0.0,0.0,90,Snow,snow,2/22/2018 20:00,2736,low
15518,None,289.53,0.0,0.0,90,Clouds,overcast clouds,7/15/2014 9:00,5332,high
40317,None,255.23,0.0,0.0,1,Clear,sky is clear,1/3/2018 9:00,5142,high
6852,None,287.4,0.76,0.0,92,Rain,light rain,6/10/2013 11:00,4688,high
44482,None,305.0,0.0,0.0,40,Clouds,scattered clouds,5/29/2018 13:00,4973,high
35251,None,292.15,0.0,0.0,5,Clear,sky is clear,7/11/2017 8:00,5788,high
2689,None,269.0,0.0,0.0,1,Clear,sky is clear,1/5/2013 11:00,3813,medium
37477,None,287.48,0.0,0.0,90,Drizzle,drizzle,9/26/2017 4:00,894,very low
9087,None,295.16,0.0,0.0,0,Clear,Sky is Clear,9/23/2013 15:00,5817,high
2884,None,276.93,0.0,0.0,90,Drizzle,light intensity drizzle,1/12/2013 21:00,2304,low
31435,None,271.48,0.0,0.0,40,Clouds,scattered clouds,3/2/2017 14:00,5465,high
33003,None,292.69,0.0,0.0,90,Rain,proximity shower rain,4/24/2017 18:00,4501,high
19477,None,285.87,0.0,0.0,1,Clear,sky is clear,11/14/2015 16:00,5322,high
16823,None,293.25,0.25,0.0,75,Thunderstorm,thunderstorm,7/24/2015 8:00,5063,high
42603,None,272.08,0.0,0.0,1,Clear,sky is clear,3/25/2018 4:00,274,very low
26954,None,288.16,0.0,0.0,88,Clouds,overcast clouds,9/28/2016 18:00,4341,medium
23900,None,292.34,1.02,0.0,90,Rain,light intensity shower rain,6/3/2016 11:00,4991,high
9541,None,278.16,0.89,0.0,68,Drizzle,light intensity drizzle,10/18/2013 2:00,341,very low
17965,None,302.25,0.0,0.0,1,Clear,sky is clear,9/4/2015 13:00,5394,high
29824,None,256.09,0.0,0.0,1,Clear,sky is clear,1/6/2017 19:00,3368,medium
5227,None,275.78,0.0,0.0,90,Clouds,overcast clouds,4/18/2013 9:00,5210,high
39623,None,266.36,0.0,0.0,90,Snow,light snow,12/9/2017 8:00,3024,medium
42509,None,268.55,0.0,0.0,1,Clear,sky is clear,3/21/2018 2:00,261,very low
32734,None,292.55,0.0,0.0,90,Clouds,overcast clouds,4/15/2017 14:00,4568,high
43528,None,289.72,0.0,0.0,1,Clear,sky is clear,4/23/2018 12:00,4739,high
15431,None,294.14,0.0,0.0,80,Fog,fog,7/12/2014 4:00,487,very low
876,None,275.58,0.0,0.0,90,Clouds,overcast clouds,11/3/2012 23:00,1952,low
3259,None,254.84,0.0,0.0,98,Clouds,overcast clouds,1/31/2013 18:00,4334,medium
39171,None,270.0,0.0,0.0,40,Snow,light snow,11/22/2017 15:00,5793,high
36446,None,291.75,0.0,0.0,1,Mist,mist,8/20/2017 1:00,1259,very low
44528,None,294.36,0.0,0.0,90,Mist,mist,5/30/2018 14:00,5343,high
43979,None,287.65,0.0,0.0,75,Clouds,broken clouds,5/10/2018 18:00,5110,high
36414,None,288.02,0.0,0.0,1,Mist,mist,8/19/2017 2:00,541,very low
21745,None,282.15,0.0,0.0,1,Drizzle,light intensity drizzle,3/13/2016 5:00,469,very low
7028,None,296.99,0.0,0.0,92,Clouds,overcast clouds,6/16/2013 13:00,4277,medium
45660,None,298.01,0.0,0.0,1,Clear,sky is clear,7/8/2018 10:00,3236,medium
30460,None,274.589,0.0,0.0,0,Clear,Sky is Clear,1/24/2017 13:00,4661,high
21654,None,278.28,0.0,0.0,1,Fog,fog,3/7/2016 7:00,6860,very high
34148,None,284.21,0.0,0.0,40,Clouds,scattered clouds,5/31/2017 2:00,274,very low
23929,None,287.65,0.0,0.0,40,Rain,moderate rain,6/4/2016 6:00,1625,low
39359,None,275.58,0.0,0.0,5,Clear,sky is clear,11/30/2017 9:00,5518,high
24779,None,293.24,0.0,0.0,75,Clouds,broken clouds,7/8/2016 10:00,4408,high
29934,None,265.78,0.0,0.0,90,Fog,fog,1/10/2017 14:00,3945,medium
14629,None,290.68,0.0,0.0,20,Clouds,few clouds,5/25/2014 8:00,1655,low
2981,None,268.95,0.0,0.0,1,Clear,sky is clear,1/16/2013 20:00,2807,low
31783,None,267.64,0.0,0.0,75,Clouds,broken clouds,3/16/2017 4:00,1057,very low
25292,None,295.08,1.3,0.0,90,Thunderstorm,proximity thunderstorm,7/27/2016 16:00,5530,high
963,None,277.06,0.0,0.0,90,Snow,snow,11/7/2012 2:00,671,very low
10785,None,276.793,0.0,0.0,64,Clouds,broken clouds,12/19/2013 2:00,288,very low
30985,None,271.49,0.0,0.0,1,Clear,sky is clear,2/12/2017 23:00,1069,very low
38456,None,274.22,0.0,0.0,90,Clouds,overcast clouds,10/29/2017 10:00,3120,medium
43702,None,294.43,0.0,0.0,1,Clear,sky is clear,4/30/2018 14:00,5147,high
25637,None,299.06,0.0,0.0,12,Clouds,few clouds,8/10/2016 19:00,3390,medium
43436,None,282.72,0.0,0.0,5,Clear,sky is clear,4/19/2018 16:00,6851,very high
7954,None,298.19,0.0,0.0,92,Clouds,overcast clouds,7/26/2013 17:00,5346,high
28422,None,274.62,0.0,0.0,90,Mist,mist,11/24/2016 18:00,2769,low
24371,None,294.81,0.0,0.0,44,Clouds,scattered clouds,6/22/2016 9:00,5062,high
48,None,296.38,0.0,0.0,1,Clear,sky is clear,10/4/2012 13:00,5178,high
39153,None,267.15,0.0,0.0,5,Clear,sky is clear,11/21/2017 21:00,2583,low
13236,None,272.52,0.0,0.0,90,Clouds,overcast clouds,3/28/2014 0:00,582,very low
3433,None,269.34,0.0,0.0,90,Haze,haze,2/8/2013 11:00,4974,high
16041,None,286.92,0.0,0.0,1,Mist,mist,6/27/2015 6:00,1371,very low
20920,None,272.58,0.0,0.0,1,Mist,mist,1/30/2016 2:00,664,very low
25129,None,296.24,0.0,0.0,75,Mist,mist,7/22/2016 1:00,457,very low
29013,None,264.55,0.0,0.0,90,Fog,fog,12/11/2016 7:00,811,very low
21574,None,267.42,0.0,0.0,1,Clear,sky is clear,3/1/2016 19:00,3067,medium
6057,None,286.42,0.0,0.0,1,Clear,sky is clear,5/16/2013 5:00,2851,low
16275,None,291.09,0.0,0.0,1,Clear,sky is clear,7/5/2015 6:00,798,very low
38328,None,281.15,0.0,0.0,1,Clear,sky is clear,10/26/2017 2:00,268,very low
25262,None,301.42,0.0,0.0,40,Clouds,scattered clouds,7/26/2016 19:00,3060,medium
34744,None,292.59,0.0,0.0,90,Rain,moderate rain,6/22/2017 15:00,5652,high
1362,None,282.46,0.0,0.0,40,Clouds,scattered clouds,11/21/2012 16:00,5733,high
15047,None,294.77,0.0,0.0,40,Clouds,scattered clouds,6/9/2014 18:00,4560,high
23737,None,290.83,0.51,0.0,90,Drizzle,light intensity drizzle,5/28/2016 16:00,3941,medium
31619,None,268.22,0.0,0.0,1,Clear,sky is clear,3/9/2017 20:00,3628,medium
19504,None,283.36,0.0,0.0,90,Rain,moderate rain,11/16/2015 9:00,4636,high
19793,None,271.41,0.0,0.0,90,Mist,mist,12/2/2015 8:00,5886,very high
20466,None,272.59,0.0,0.0,90,Mist,mist,1/7/2016 7:00,6270,very high
9552,None,281.92,0.0,0.0,32,Clouds,scattered clouds,10/18/2013 12:00,5462,high
39147,None,271.58,0.0,0.0,5,Clear,sky is clear,11/21/2017 15:00,5823,high
28287,None,276.22,0.0,0.0,40,Clouds,scattered clouds,11/21/2016 15:00,5174,high
9694,None,270.71,0.0,0.0,64,Clouds,broken clouds,11/7/2013 20:00,3026,medium
16098,None,289.88,0.0,0.0,1,Fog,fog,6/29/2015 3:00,326,very low
33209,None,280.35,0.0,0.0,90,Rain,light rain,4/30/2017 19:00,2951,medium
23021,None,283.07,0.0,0.0,1,Clear,sky is clear,5/4/2016 3:00,799,very low
12269,None,265.33,0.51,0.0,90,Rain,light rain,2/15/2014 14:00,3779,medium
6311,None,282.9,0.0,0.0,90,Mist,mist,5/22/2013 23:00,1125,very low
2807,None,270.64,0.0,0.0,1,Clear,sky is clear,1/11/2013 2:00,308,very low
